C�digo Barra,C�digo Reduzido,Descri��o,Unidade Medida,Categoria,Setor,Pre�o de Venda Unit�rio R$,Classificacao Fiscal / NCM,CST ICMS Sa�da,CEST,CFOP Estadual,Al�quota ICMS,Al�quota de PIS,CST PIS Sa�da,Al�quota de COFINS,CST COFINS Sa�da,Enviar para Balan�a,,,,,,,,,,
|7622400005176|,-,CHOCOLATE MILKA CHOCO-BISCUIT 100G,UN,BOMBONIERE,02 REVENDA,15,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,7,7,600,7,-,,,
|7622210418593|,2011,TOBLERONE MINI DIVERSOS 8G,UN,BOMBONIERE,02 REVENDA,3,2000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896002302661|,-,ANA MARIA DUPLO CHOCOLATE 35G,UN,MERCEARIA SECA,02 REVENDA,2,9500,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891079013847|,-,U.F.O SABOR CARNE 97G,UN,MERCEARIA SECA,02 REVENDA,9,9500,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891079013861|,-,U.F.O SABOR LEGUMES 95G,UN,MERCEARIA SECA,02 REVENDA,9,9500,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898948312230|,-,COCADA CANA VERDE 55G,UN,BOMBONIERE,02 REVENDA,3,5000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|9786555357028|,-,LIVRO A GENTE MIRA NO AMOR E ACERTA NA SOLIDAO,UN,MERCEARIA ESPECIAL,02 REVENDA,55,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555357264|,-,LIVRO PRINCESA DESASTRADA,UN,MERCEARIA ESPECIAL,02 REVENDA,66,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9788542219364|,-,LIVRO TORNE-SE UM DECIFRADOR DE PESSOAS,UN,MERCEARIA ESPECIAL,02 REVENDA,72,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555441208|,-,LIVRO AS 9 LEIS INEGOCIAVEIS DA VIDA,UN,MERCEARIA ESPECIAL,02 REVENDA,77,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
-,4099,PIPOCA DOCE COM LEITE EM PO,KG,RECEITUARIOS, ,69,9000,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,4089,PIPOCA DA CASA,UN,RECEITUARIOS, ,2,9000,1904.10.00 - PRODS.A BASE DE CEREAIS,OBTIDOS POR EXPANSAO, TORREFACAO,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SOPA DE MANDIOQUINHA COM FRANGO,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,SOPA DE MANDIOCA COM CARNE,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,SOPA DE BATATA COM BACON,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
|80874652|,-,KINDER CARDS 12,8G,UN,BOMBONIERE,02 REVENDA,8,4000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,1,7,600,1,-,,,,
|7891000382349|,-,IOG GREGO CALDA DE MORANGO 90G,UN,LATICINIOS,02 REVENDA,5,2000,0403.20.00 - OUTROS,60,17.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7891000382387|,-,IOG GREGO CALDA DE COCO 90G,UN,LATICINIOS,02 REVENDA,5,2000,0403.20.00 - OUTROS,60,17.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7898215157410|,-,LEITE ZERO LACTOSE UHT NINHO NESTLE 1L,UN,LEITES,02 REVENDA,8,9000,0401.20.10 - LEITE UHT,1% MATERIA GORDA 6%,NAO CONCENTRADO,N ADOC.,60,17.016.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,
|7898930142654|,-,MOLHO DE TOMATE SALSARETTI 300G,UN,MERCEARIA SECA,02 REVENDA,3,2000,2103.20.10 - KETCHUP E OUTS.MOLHOS TOMATE, PREPAR. EMBAL.IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|78943537|,-,CIG CAMEL COMPACT PREMIUM BLEND,UN,CIGARROS,02 REVENDA,8,0,2402.20.00 - CIGARROS E TABACOS,60,04.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,8,7,600,8,-,,,,,
|7898965646066|,-,MINI PUFFS BETERRABA E MORANGO 15G,UN,MERCEARIA SECA,02 REVENDA,5,2000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7898965646042|,-,MINI PUFFS BANANA E CENOURA 15G,UN,MERCEARIA SECA,02 REVENDA,5,2000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7898965646073|,-,MINI PUFFS ERVILHA E BROCOLIS 18G,UN,MERCEARIA SECA,02 REVENDA,5,2000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
-,-,CAKE DE CENOURA COM BRIGADEIRO FMAIS,KG,CONFEITARIA, ,59,9000,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,CAKE DE PAMONHA FMAIS,KG,CONFEITARIA, ,46,900,1704.90.90 - DOCES E CONFEITARIA,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,CAKE PRESTIGIO FMAIS,KG,CONFEITARIA, ,59,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,CURAU,KG,RECEITUARIOS, ,9,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,17.062.01,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PUDIM DE MILHO MANGAL KG,KG,CONFEITARIA, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PUDIM DE COCO MANGAL KG,KG,CONFEITARIA, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PUDIM DE AMENDOIM MANGAL KG,KG,CONFEITARIA, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PUDIM DE CHOCOLATE MANGAL KG,KG,CONFEITARIA, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7898907631044|,-,COPA FATIADA CERATTI 100G,UN,FRIOS,02 REVENDA,22,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7898002470937|,-,GELEIA DE MORANGO ZERO HOMEMADE 250G,UN,MERCEARIA ESPECIAL,02 REVENDA,29,9000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7630477880114|,-,CAPSULA NESCAFE BRAZIL 52G,UN,MERCEARIA SECA,02 REVENDA,24,9500,2202.99.00 - OUTROS SUCOS,60,17.114.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|80918776|,-,MENTOS KISS VITA + 35G,UN,BOMBONIERE,02 REVENDA,14,6000,1704.90.20 - BALAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7896986277818|,-,BYTES CHOCOLATE AO LEITE E BRANCO 100G,UN,BOMBONIERE,02 REVENDA,18,8000,1806.90.00 - PRODUTOS DO CACAU,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891098042170|,-,CHA LEAO LARANJA + CENOURA 20G,UN,MERCEARIA SECA,02 REVENDA,13,9500,0909.62.90 - SEMENTES DE FUNCHO E BAGAS DE ZIMBRO, TRITURADAS OU EM P?,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|1789868135031|,-,ZOIO GOMA SABORES 12G,UN,BOMBONIERE,02 REVENDA,7,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898681350315|,-,ZOIO GOMA SABORES 12G,UN,BOMBONIERE,02 REVENDA,7,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898552534325|,-,PALITO DE PARMESAO DIVINU S FOOD 1KG,UN,CONVENIENCIA,02 REVENDA,40,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,60,28.062.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896077601423|,1502,QUEIJO PARMESAO CRIOULO KG,KG,LATICINIOS,02 REVENDA,124,9000,0406.20.00 - QUEIJO,60,17.024.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114100568|,1478,QUEIJO MUSSARELA APERITIVO IPANEMA,KG,LATICINIOS,02 REVENDA,83,8000,0406.20.00 - QUEIJO,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114144630|,-,MANTEIGA IPANEMA CS 200G,UN,LATICINIOS,02 REVENDA,13,5000,0405.10.00 - MANTEIGA,60,17.025.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
-,422,PAO STROMBOLI,KG,PANIFICACAO, ,79,8500,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SP TOMATE CONFITADO,KG,RECEITUARIOS, ,5,0,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,7,7,600,7,Sim,,,,,,,
-,-,PAVE DE UVA,KG,CONFEITARIA, ,62,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAVE DE DOCE DE LEITE,KG,CONFEITARIA, ,62,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891000377642|,-,CHOC NESTLE CHOCO TRIO AMENDOIM 90G,UN,BOMBONIERE,02 REVENDA,10,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|77971630|,-,MILKA BOMBON OREO 19G,UN,BOMBONIERE,02 REVENDA,4,9500,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7898215157854|,-,WHEY CHOCOLATE PIRACANJUBA 250ML,UN,LATICINIOS,02 REVENDA,9,9000,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898965685058|,-,BAER MATCHA 350ML,UN,BEBIDAS,02 REVENDA,12,9500,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898965685034|,-,BAER MATE 269ML,UN,BEBIDAS,02 REVENDA,10,5000,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891048002193|,-,FONDUE DE CHOCOLATE DR.OETKER 220G,UN,MERCEARIA ESPECIAL,02 REVENDA,15,6000,1806.90.00 - PRODUTOS DO CACAU,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891048000090|,-,CHOCOLATE EM PO DR.OETKER 200G,UN,MERCEARIA SECA,02 REVENDA,13,9500,1806.90.00 - PRODUTOS DO CACAU,60,17.006.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891118025565|,-,TOPLINE 7BELO 6,7G,UN,BOMBONIERE,02 REVENDA,1,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7891118025572|,-,TOPLINE 7BELO 6,7G,UN,BOMBONIERE,02 REVENDA,1,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7891079001004|,-,MIOJO TURMA DA MONICA CARNE SUAVE 80G,UN,MERCEARIA SECA,02 REVENDA,3,7000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,799,MINI SALGADO ESPECIAL,UN,ROTISSERIA, ,1,5200,1905.90.90 - PAES, BOLOS, BOLACHAS,0,17.031.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896306624384|,-,CHOCOLATE TRENTO MOCACCINO 32G,UN,BOMBONIERE,02 REVENDA,3,7000,1905.32.00 - WAFLES E WAFERS,60,17.057.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896306624377|,-,CHOCOLATE TRENTO MOCACCINO 32G,UN,BOMBONIERE,02 REVENDA,3,7000,1905.32.00 - WAFLES E WAFERS,60,17.057.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|041420045691|,-,NERDS ROPE RAINBOW 26G,UN,BOMBONIERE,02 REVENDA,15,4000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898681350087|,-,PIRULITO GIRA POP 79G,UN,BOMBONIERE,02 REVENDA,14,6000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,632,PAO DE MATCHA KG,KG,PANIFICACAO, ,49,900,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891515539177|,-,MORTADELA FATIADA COM ERVAS OURO 200G,UN,FRIOS,02 REVENDA,9,6000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.078.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7898947980768|,-,DOCE DE LEITE BELMONTE 50G,UN,BOMBONIERE,02 REVENDA,3,6000,1901.90.20 - DOCE DE LEITE,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,7,7,600,7,-,,,,,,,
|7898674060351|,-,DOCE DE LEITE BELMONTE 50G,UN,BOMBONIERE,02 REVENDA,3,6000,1901.90.20 - DOCE DE LEITE,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,7,7,600,7,-,,,,,,,
|7898674060337|,-,DOCE DE LEITE BELMONTE 50G,UN,BOMBONIERE,02 REVENDA,3,6000,1901.90.20 - DOCE DE LEITE,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,7,7,600,7,-,,,,,,,
|7898686950497|,-,NOT MILK PASTA DE AMENDOIM 250ML,UN,LATICINIOS,02 REVENDA,9,7000,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898686950459|,-,NOT MILK CHOCOLATE 250ML,UN,LATICINIOS,02 REVENDA,9,7000,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898686950466|,-,NOT MILK BAUNILHA COM COCO 250ML,UN,LATICINIOS,02 REVENDA,9,7000,2202.99.00 - OUTROS SUCOS,60,17.112.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896002368230|,-,ANA MARIA NAPOLITANO 42G,UN,MERCEARIA SECA,02 REVENDA,2,9500,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|9786555071245|,-,LIVRO FANTOCHE DE BANHO,UN,MERCEARIA ESPECIAL,02 REVENDA,42,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555071238|,-,LIVRO FANTOCHE DE BANHO,UN,MERCEARIA ESPECIAL,02 REVENDA,42,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556581392|,-,LIVRO DE SEGREDOS PETS FOFINHOS,UN,MERCEARIA ESPECIAL,02 REVENDA,36,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556163208|,-,LIVRO O PODER DA TRANSFORMACAO - JOAO DORIA,UN,MERCEARIA ESPECIAL,02 REVENDA,75,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9788525432186|,-,LIVRO SAPIENS - UMA BREVE HISTORIA DA HUMANIDADE,UN,MERCEARIA ESPECIAL,02 REVENDA,62,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
-,-,SP RECHEIO PALMITO COM CAMARAO,KG,RECEITUARIOS, ,172,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896237901882|,-,CHAMPIGNON FATIADO RAIOLA 160G,UN,MERCEARIA SECA,02 REVENDA,11,2000,2103.90.21 - CONDIMENTOS E TEMPEROS,COMPOSTOS, EMBALAG.IMEDIAT.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896986251061|,-,CUBO BOMBOM DIA DOS PAIS 145G,UN,BOMBONIERE,02 REVENDA,26,9000,1806.90.00 - PRODUTOS DO CACAU,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891000907573|,-,CAPSULA CAFE AU LAIT VANILLA DOLCE GUSTO 110G,UN,MERCEARIA SECA,02 REVENDA,21,9000,2202.99.00 - OUTROS SUCOS,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7891000912645|,-,CAPSULA FRAPPE DOLCE GUSTO 135G,UN,MERCEARIA SECA,02 REVENDA,26,2000,2202.99.00 - OUTROS SUCOS,60,17.114.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7891000349793|,-,KIT KAT MINI MOMENTS COOKIES 34,6G,UN,BOMBONIERE,02 REVENDA,5,9500,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7891000349779|,-,KIT KAT MINI MOMENTS COOKIES 34,6G,UN,BOMBONIERE,02 REVENDA,5,9500,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7891000377598|,-,CHOC NESTLE CHOCO TRIO CHOCOLATE 90G,UN,BOMBONIERE,02 REVENDA,10,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
